Scer_Name	Spar_Name	Scer_Gene
Scer_4.89	Spar_4.94	YDL169C
Scer_4.90	Spar_4.95	YDL168W
Scer_4.91	Spar_4.96	YDL167C
Scer_4.92	Spar_4.97	YDL166C
Scer_4.93	Spar_4.98	YDL165W
Scer_4.94	Spar_4.99	YDL164C
Scer_4.96	Spar_4.101	YDL161W
Scer_4.97	Spar_4.103	YDL160C-A
Scer_4.98	Spar_4.104	YDL160C
Scer_4.100	Spar_4.106	YDL159W
Scer_4.101	Spar_4.109	YDL157C
Scer_4.102	Spar_4.110	YDL156W
Scer_4.103	Spar_4.111	YDL155W
Scer_4.104	Spar_4.112	YDL154W
Scer_4.105	Spar_4.113	YDL153C
Scer_4.106	Spar_4.115	YDL150W
Scer_4.107	Spar_4.116	YDL149W
Scer_4.108	Spar_4.117	YDL148C
Scer_4.109	Spar_4.118	YDL147W
Scer_4.110	Spar_4.119	YDL146W
Scer_4.111	Spar_4.120	YDL145C
Scer_4.112	Spar_4.121	YDL144C
Scer_4.113	Spar_4.122	YDL143W
Scer_4.114	Spar_4.123	YDL142C
Scer_4.115	Spar_4.124	YDL141W
Scer_4.116	Spar_4.125	YDL140C
Scer_4.117	Spar_4.139	YDL139C
Scer_4.118	Spar_4.140	YDL138W
Scer_4.119	Spar_4.141	YDL137W
Scer_4.120	Spar_4.142	YDL136W
Scer_4.121	Spar_4.143	YDL135C
Scer_4.122	Spar_4.144	YDL134C
Scer_4.123	Spar_4.145	YDL133W
Scer_4.124	Spar_4.146	YDL132W
Scer_4.125	Spar_4.147	YDL131W
Scer_4.126	Spar_4.148	YDL130W-A
Scer_4.127	Spar_4.149	YDL130W
Scer_4.128	Spar_4.150	YDL129W
Scer_4.129	Spar_4.151	YDL128W
Scer_4.130	Spar_4.152	YDL127W
Scer_4.131	Spar_4.153	YDL126C
Scer_4.132	Spar_4.154	YDL125C
Scer_4.133	Spar_4.155	YDL124W
Scer_4.134	Spar_4.156	YDL123W
Scer_4.135	Spar_4.157	YDL122W
Scer_4.136	Spar_4.158	YDL121C
Scer_4.137	Spar_4.159	YDL120W
Scer_4.138	Spar_4.160	YDL119C
Scer_4.139	Spar_4.161	YDL117W
Scer_4.140	Spar_4.162	YDL116W
Scer_4.141	Spar_4.163	YDL115C
Scer_4.143	Spar_4.166	YDL114W
Scer_4.144	Spar_4.167	YDL113C
Scer_4.145	Spar_4.168	YDL112W
Scer_4.146	Spar_4.169	Kpol_534.9
Scer_4.147	Spar_4.170	YDL110C
Scer_4.148	Spar_4.171	YDL109C
Scer_4.149	Spar_4.172	YDL108W
Scer_4.150	Spar_4.173	YDL107W
Scer_4.151	Spar_4.174	YDL106C
Scer_4.152	Spar_4.175	YDL105W
Scer_4.153	Spar_4.176	YDL104C
Scer_4.154	Spar_4.177	YDL103C
Scer_4.155	Spar_4.178	YDL102W
Scer_4.156	Spar_4.179	YDL101C
Scer_4.157	Spar_4.180	YDL100C
Scer_4.158	Spar_4.181	YDL099W
Scer_4.159	Spar_4.182	YDL098C
Scer_4.160	Spar_4.183	YDL097C
Scer_4.161	Spar_4.184	YDL095W
Scer_4.163	Spar_4.186	YDL095W
Scer_4.164	Spar_4.187	YDL092W
Scer_4.165	Spar_4.188	YDL091C
Scer_4.166	Spar_4.189	YDL090C
Scer_4.167	Spar_4.190	YDL089W
Scer_4.168	Spar_4.191	YDL088C
Scer_4.169	Spar_4.192	YDL087C
Scer_4.170	Spar_4.193	YDL086W
Scer_4.172	Spar_4.194	NA
Scer_4.173	Spar_4.195	YDL085W
Scer_4.174	Spar_4.196	YDL084W
Scer_4.175	Spar_4.197	YDL083C
Scer_4.176	Spar_4.198	YDL082W
Scer_4.177	Spar_4.199	YDL081C
Scer_4.178	Spar_4.200	YDL080C
Scer_4.179	Spar_4.201	YDL079C
Scer_4.180	Spar_4.203	YDL078C
Scer_4.181	Spar_4.204	YDL077C
Scer_4.182	Spar_4.205	YDL076C
Scer_4.183	Spar_4.206	YDL075W
Scer_4.184	Spar_4.207	YDL074C
Scer_4.185	Spar_4.208	YDL073W
Scer_4.186	Spar_4.209	YDL072C
Scer_4.187	Spar_4.210	YDL071C
Scer_4.188	Spar_4.211	YDL070W
Scer_4.189	Spar_4.212	YDL069C
Scer_4.190	Spar_4.213	YDL067C
Scer_4.191	Spar_4.214	YDL066W
Scer_4.192	Spar_4.215	YDL065C
Scer_4.193	Spar_4.216	YDL064W
Scer_4.194	Spar_4.217	YDL063C
Scer_4.195	Spar_4.218	YDL061C
Scer_4.196	Spar_4.219	YDL060W
Scer_4.197	Spar_4.220	YDL059C
Scer_4.198	Spar_4.221	YDL058W
Scer_4.199	Spar_4.222	YDL057W
Scer_4.200	Spar_4.223	YDL056W
Scer_4.201	Spar_4.224	YDL055C
Scer_4.203	Spar_4.227	YDL054C
Scer_4.204	Spar_4.228	YDL053C
Scer_4.205	Spar_4.229	YDL052C
Scer_4.206	Spar_4.230	YDL051W
Scer_4.207	Spar_4.231	YDL049C
Scer_4.208	Spar_4.232	YDL048C
Scer_4.209	Spar_4.233	YDL047W
Scer_4.210	Spar_4.234	YDL046W
Scer_4.211	Spar_4.235	YDL045W-A
Scer_4.212	Spar_4.236	YDL045C
Scer_4.213	Spar_4.237	YDL044C
Scer_4.214	Spar_4.238	YDL043C
Scer_4.215	Spar_4.239	YDL042C
Scer_4.216	Spar_4.240	YDL040C
Scer_4.219	Spar_4.245	YDL036C
Scer_4.220	Spar_4.246	YDL035C
Scer_4.221	Spar_4.247	YDL033C
Scer_4.222	Spar_4.248	YDL031W
Scer_4.223	Spar_4.249	YDL030W
Scer_4.224	Spar_4.250	YDL029W
Scer_4.225	Spar_4.251	YDL028C
Scer_4.226	Spar_4.252	YDL027C
Scer_4.227	Spar_4.253	YDL025C
Scer_4.232	Spar_4.257	YDL022W
Scer_4.233	Spar_4.258	YDL021W
Scer_4.234	Spar_4.259	YDL020C
Scer_4.235	Spar_4.260	YDL019C
Scer_4.236	Spar_4.261	YDL018C
Scer_4.237	Spar_4.262	YDL017W
Scer_4.238	Spar_4.263	YDL015C
Scer_4.239	Spar_4.264	YDL014W
Scer_4.240	Spar_4.265	YDL013W
Scer_4.242	Spar_4.267	NA
Scer_4.243	Spar_4.268	YDL010W
Scer_4.245	Spar_4.269	YDL008W
Scer_4.253	Spar_4.275	AEL011W
Scer_4.254	Spar_4.276	YDL006W
Scer_4.255	Spar_4.277	YDL005C
Scer_4.256	Spar_4.278	YDL004W
Scer_4.257	Spar_4.279	YDL003W
Scer_4.258	Spar_4.280	YDL002C
Scer_4.259	Spar_4.281	YDL001W
Scer_4.260	Spar_4.282	Kpol_1045.60
Scer_4.261	Spar_4.283	YDR002W
Scer_4.262	Spar_4.284	YDR003W
Scer_4.264	Spar_4.286	YDR004W
Scer_4.265	Spar_4.287	YDR005C
Scer_4.266	Spar_4.288	YDR006C
Scer_4.267	Spar_4.289	YDR007W
Scer_4.268	Spar_4.290	YDR009W
Scer_4.271	Spar_4.292	YDR012W
Scer_4.272	Spar_4.293	YDR013W
Scer_4.273	Spar_4.294	YDR014W
Scer_4.274	Spar_4.295	YOR390W
Scer_4.275	Spar_4.297	YDR014W-A
Scer_4.276	Spar_4.298	YDR016C
Scer_4.277	Spar_4.299	YDR017C
Scer_4.278	Spar_4.300	YDR018C
Scer_4.279	Spar_4.301	YDR019C
Scer_4.280	Spar_4.302	YDR020C
Scer_4.281	Spar_4.303	YDR021W
Scer_4.282	Spar_4.304	YDR022C
Scer_4.284	Spar_4.311	Kwal_56.22978
Scer_4.287	Spar_4.313	ABL091C
Scer_4.288	Spar_4.314	YDR026C
Scer_4.289	Spar_4.315	YDR026C
Scer_4.290	Spar_4.316	YDR027C
Scer_4.291	Spar_4.317	YDR028C
Scer_4.292	Spar_4.318	YDR029W
Scer_4.293	Spar_4.319	YDR030C
Scer_4.294	Spar_4.320	YDR031W
Scer_4.295	Spar_4.321	YDR032C
Scer_4.296	Spar_4.322	YDR033W
Scer_4.297	Spar_4.323	YDR034C
Scer_4.316	Spar_4.330	NA
Scer_4.317	Spar_4.331	Kwal_56.23079
Scer_4.318	Spar_4.332	YDR036C
Scer_4.319	Spar_4.338	YDR037W
Scer_4.320	Spar_4.339	YDR040C
Scer_4.322	Spar_4.341	YDR039C
Scer_4.323	Spar_4.342	YDR041W
Scer_4.324	Spar_4.343	YDR042C
Scer_4.325	Spar_4.344	YDR043C
Scer_4.326	Spar_4.345	YDR044W
Scer_4.327	Spar_4.346	YDR045C
Scer_4.328	Spar_4.347	YDR046C
Scer_4.329	Spar_4.348	YDR047W
Scer_4.331	Spar_4.349	YDR049W
Scer_4.332	Spar_4.350	YDR050C
Scer_4.333	Spar_4.351	YDR051C
Scer_4.334	Spar_4.352	YDR052C
Scer_4.335	Spar_4.353	YDR054C
Scer_4.336	Spar_4.354	YDR055W
Scer_4.337	Spar_4.355	YDR056C
Scer_4.338	Spar_4.356	YDR057W
Scer_4.339	Spar_4.357	YDR058C
Scer_4.342	Spar_4.360	YDR059C
Scer_4.343	Spar_4.362	YDR060W
Scer_4.344	Spar_4.363	YDR061W
Scer_4.345	Spar_4.364	YDR062W
Scer_4.346	Spar_4.365	YDR063W
Scer_4.347	Spar_4.366	YDR064W
Scer_4.348	Spar_4.367	YDR065W
Scer_4.350	Spar_4.369	YDR067C
Scer_4.351	Spar_4.370	YDR068W
Scer_4.352	Spar_4.371	YDR069C
Scer_4.353	Spar_4.372	YDR070C
Scer_4.354	Spar_4.373	YDR071C
Scer_4.355	Spar_4.374	YDR072C
Scer_4.356	Spar_4.375	YDR073W
Scer_4.357	Spar_4.376	YDR074W
Scer_4.358	Spar_4.377	YDR075W
Scer_4.359	Spar_4.378	YDR076W
Scer_4.360	Spar_4.379	YDR077W
Scer_4.361	Spar_4.381	YDR078C
Scer_4.362	Spar_4.382	YDR079W
Scer_4.363	Spar_4.383	YDR079C-A
Scer_4.364	Spar_4.384	YDR080W
Scer_4.365	Spar_4.385	YDR081C
Scer_4.366	Spar_4.386	YDR082W
Scer_4.367	Spar_4.387	YDR083W
Scer_4.368	Spar_4.388	YDR084C
Scer_4.369	Spar_4.389	YDR085C
Scer_4.370	Spar_4.390	YDR086C
Scer_4.371	Spar_4.391	YDR087C
Scer_4.372	Spar_4.392	YDR088C
Scer_4.374	Spar_4.394	YDR089W
Scer_4.375	Spar_4.395	YDR090C
Scer_4.376	Spar_4.396	YDR091C
Scer_4.377	Spar_4.397	YDR092W
Scer_4.378	Spar_4.398	YDR093W
Scer_4.380	Spar_4.400	YDR096W
Scer_4.381	Spar_4.401	YDR097C
Scer_4.382	Spar_4.402	YDR098C
Scer_4.393	Spar_4.405	YER177W
Scer_4.394	Spar_4.406	YDR100W
Scer_4.395	Spar_4.407	YDR101C
Scer_4.397	Spar_4.409	YDR103W
Scer_4.398	Spar_4.410	YDR104C
Scer_4.399	Spar_4.411	YDR105C
Scer_4.400	Spar_4.412	YDR106W
Scer_4.402	Spar_4.415	Kpol_543.35
Scer_4.403	Spar_4.416	Kwal_56.23583
Scer_4.404	Spar_4.417	YDR109C
Scer_4.405	Spar_4.418	YDR110W
Scer_4.406	Spar_4.419	YDR111C
Scer_4.407	Spar_4.420	YDR113C
Scer_4.409	Spar_4.423	YDR115W
Scer_4.410	Spar_4.424	YDR116C
Scer_4.411	Spar_4.425	YDR117C
Scer_4.412	Spar_4.426	YDR118W
Scer_4.413	Spar_4.427	YDR119W
Scer_4.414	Spar_4.428	YDR119W-A
Scer_4.415	Spar_4.429	YDR120C
Scer_4.416	Spar_4.430	YDR121W
Scer_4.417	Spar_4.431	YDR122W
Scer_4.418	Spar_4.432	YDR123C
Scer_4.419	Spar_4.433	YDR124W
Scer_4.420	Spar_4.434	YDR125C
Scer_4.421	Spar_4.435	YDR126W
Scer_4.422	Spar_4.436	YDR127W
Scer_4.423	Spar_4.437	YDR128W
Scer_4.424	Spar_4.438	YDR129C
Scer_4.425	Spar_4.439	YDR130C
Scer_4.426	Spar_4.440	YDR131C
Scer_4.427	Spar_4.441	YDR132C
Scer_4.429	Spar_4.442	NA
Scer_4.430	Spar_4.443	YDR135C
Scer_4.432	Spar_4.444	YDR137W
Scer_4.433	Spar_4.445	YDR138W
Scer_4.434	Spar_4.446	YDR139C
Scer_4.435	Spar_4.447	YDR140W
Scer_4.436	Spar_4.448	YDR141C
Scer_4.437	Spar_4.449	YDR142C
Scer_4.438	Spar_4.450	YDR143C
Scer_4.439	Spar_4.451	YDR144C
Scer_4.440	Spar_4.452	YDR145W
Scer_4.441	Spar_4.454	YDR146C
Scer_4.442	Spar_4.455	YDR147W
Scer_4.443	Spar_4.456	YDR148C
Scer_4.444	Spar_4.457	YDR150W
Scer_4.445	Spar_4.458	YDR150W
Scer_4.446	Spar_4.459	YDR151C
Scer_4.447	Spar_4.460	YDR152W
Scer_4.448	Spar_4.461	YDR153C
Scer_4.449	Spar_4.462	YDR155C
Scer_4.450	Spar_4.463	YDR156W
Scer_4.451	Spar_4.464	YDR157W
Scer_4.452	Spar_4.465	YDR158W
Scer_4.453	Spar_4.466	YDR159W
Scer_4.454	Spar_4.467	YDR160W
Scer_4.455	Spar_4.468	YDR161W
Scer_4.456	Spar_4.469	YDR162C
Scer_4.457	Spar_4.470	YDR163W
Scer_4.458	Spar_4.471	YDR164C
Scer_4.459	Spar_4.472	YDR165W
Scer_4.460	Spar_4.473	Kwal_27.11335
Scer_4.461	Spar_4.474	YDR167W
Scer_4.462	Spar_4.475	YDR168W
Scer_4.463	Spar_4.476	YDR169C
Scer_4.465	Spar_4.477	YDR170C
Scer_4.474	Spar_4.483	YDR171W
Scer_4.475	Spar_4.484	Kwal_23.3378
Scer_4.476	Spar_4.485	YDR173C
Scer_4.477	Spar_4.486	YDR174W
Scer_4.478	Spar_4.487	YDR175C
Scer_4.479	Spar_4.488	YDR176W
Scer_4.480	Spar_4.489	YDR177W
Scer_4.481	Spar_4.490	YDR178W
Scer_4.482	Spar_4.491	YDR179C
Scer_4.483	Spar_4.492	YDR179W-A
Scer_4.484	Spar_4.493	YDR180W
Scer_4.485	Spar_4.494	YDR181C
Scer_4.486	Spar_4.495	YDR182W
Scer_4.488	Spar_4.496	YDR183W
Scer_4.489	Spar_4.497	YDR183C-A
Scer_4.490	Spar_4.498	YDR184C
Scer_4.491	Spar_4.499	YDR185C
Scer_4.492	Spar_4.501	YDR186C
Scer_4.493	Spar_4.502	YDR188W
Scer_4.494	Spar_4.503	YDR189W
Scer_4.495	Spar_4.504	YDR190C
Scer_4.496	Spar_4.505	YDR191W
Scer_4.497	Spar_4.506	YDR192C
Scer_4.498	Spar_4.508	YDR194C
Scer_4.500	Spar_4.509	YDR195W
Scer_4.501	Spar_4.510	YDR196C
Scer_4.502	Spar_4.511	YDR197W
Scer_4.503	Spar_4.512	YDR198C
Scer_4.504	Spar_4.513	YDR200C
Scer_4.505	Spar_4.514	YDR201W
Scer_4.506	Spar_4.515	YDR202C
Scer_4.507	Spar_4.516	YDR204W
Scer_4.508	Spar_4.517	YDR205W
Scer_4.509	Spar_4.518	YDR206W
Scer_4.510	Spar_4.519	YDR207C
Scer_4.511	Spar_4.520	YDR208W
Scer_4.512	Spar_4.521	NA
Scer_4.530	Spar_4.525	YDR211W
Scer_4.531	Spar_4.526	YDR212W
Scer_4.532	Spar_4.527	YDR213W
Scer_4.533	Spar_4.528	YDR214W
Scer_4.535	Spar_4.530	YDR216W
Scer_4.536	Spar_4.531	YDR217C
Scer_4.537	Spar_4.532	YDR218C
Scer_4.538	Spar_4.533	YDR219C
Scer_4.540	Spar_4.535	YDR221W
Scer_4.541	Spar_4.536	YDR222W
Scer_4.542	Spar_4.537	YDR223W
Scer_4.543	Spar_4.538	YDR224C
Scer_4.544	Spar_4.539	YDR225W
Scer_4.545	Spar_4.540	YDR226W
Scer_4.546	Spar_4.541	YDR227W
Scer_4.547	Spar_4.542	YDR228C
Scer_4.548	Spar_4.543	YDR229W
Scer_4.549	Spar_4.544	YDR231C
Scer_4.550	Spar_4.545	YDR232W
Scer_4.551	Spar_4.546	YDR233C
Scer_4.552	Spar_4.548	YDR234W
Scer_4.553	Spar_4.549	YDR235W
Scer_4.554	Spar_4.550	YDR236C
Scer_4.555	Spar_4.551	YDR237W
Scer_4.556	Spar_4.552	YDR238C
Scer_4.557	Spar_4.553	YDR239C
Scer_4.558	Spar_4.554	YDR240C
Scer_4.562	Spar_4.556	YDR242W
Scer_4.563	Spar_4.557	YDR243C
Scer_4.564	Spar_4.558	YDR244W
Scer_4.565	Spar_4.559	YDR245W
Scer_4.566	Spar_4.560	YDR246W
Scer_4.568	Spar_4.561	YDR247W
Scer_4.569	Spar_4.562	YDR248C
Scer_4.570	Spar_4.563	YDR249C
Scer_4.571	Spar_4.564	YDR250C
Scer_4.572	Spar_4.565	YDR251W
Scer_4.573	Spar_4.566	YDR252W
Scer_4.574	Spar_4.567	YDR253C
Scer_4.575	Spar_4.568	YDR254W
Scer_4.576	Spar_4.569	YDR255C
Scer_4.577	Spar_4.571	YDR256C
Scer_4.600	Spar_4.638	YDR262W
Scer_4.601	Spar_4.639	YDR263C
Scer_4.602	Spar_4.640	YDR264C
Scer_4.603	Spar_4.641	YDR265W
Scer_4.604	Spar_4.642	YDR266C
Scer_4.605	Spar_4.643	YDR267C
Scer_4.606	Spar_4.644	YDR268W
Scer_4.607	Spar_4.645	YDR270W
Scer_4.608	Spar_4.646	YDR272W
Scer_4.609	Spar_4.647	YDR273W
Scer_4.611	Spar_4.649	YDR275W
Scer_4.612	Spar_4.650	YDR276C
Scer_4.613	Spar_4.651	YDR277C
Scer_4.615	Spar_4.655	YDR279W
Scer_4.616	Spar_4.656	AAL124W
Scer_4.617	Spar_4.657	YDR281C
Scer_4.618	Spar_4.658	YDR282C
Scer_4.619	Spar_4.659	YDR283C
Scer_4.620	Spar_4.660	YDR284C
Scer_4.621	Spar_4.661	YDR285W
Scer_4.622	Spar_4.662	YDR286C
Scer_4.623	Spar_4.663	YDR287W
Scer_4.624	Spar_4.664	YDR288W
Scer_4.625	Spar_4.665	YDR289C
Scer_4.627	Spar_4.667	YDR291W
Scer_4.628	Spar_4.668	YDR292C
Scer_4.629	Spar_4.669	YDR293C
Scer_4.630	Spar_4.670	YDR294C
Scer_4.631	Spar_4.671	YDR295C
Scer_4.632	Spar_4.672	YDR296W
Scer_4.633	Spar_4.673	YDR297W
Scer_4.634	Spar_4.674	YDR298C
Scer_4.635	Spar_4.675	YDR299W
Scer_4.636	Spar_4.676	YDR300C
Scer_4.637	Spar_4.677	YDR301W
Scer_4.638	Spar_4.678	YDR302W
Scer_4.639	Spar_4.679	YDR303C
Scer_4.640	Spar_4.680	YDR304C
Scer_4.641	Spar_4.681	YDR305C
Scer_4.642	Spar_4.682	YDR306C
Scer_4.644	Spar_4.684	YDR307W
Scer_4.645	Spar_4.685	YDR308C
Scer_4.646	Spar_4.686	YDR309C
Scer_4.647	Spar_4.687	YDR310C
Scer_4.648	Spar_4.688	YDR311W
Scer_4.649	Spar_4.689	YDR312W
Scer_4.650	Spar_4.690	YDR313C
Scer_4.651	Spar_4.691	YDR314C
Scer_4.652	Spar_4.692	YDR315C
Scer_4.653	Spar_4.693	YDR316W
Scer_4.663	Spar_4.696	YDR317W
Scer_4.664	Spar_4.697	YDR318W
Scer_4.665	Spar_4.698	YDR319C
Scer_4.666	Spar_4.699	YDR320C
Scer_4.667	Spar_4.700	YDR320C-A
Scer_4.669	Spar_4.701	YDR321W
Scer_4.670	Spar_4.702	YDR322W
Scer_4.671	Spar_4.703	YDR322C-A
Scer_4.672	Spar_4.704	YDR323C
Scer_4.673	Spar_4.705	YDR324C
Scer_4.674	Spar_4.706	YDR325W
Scer_4.675	Spar_4.707	YDR326C
Scer_4.676	Spar_4.708	YDR328C
Scer_4.677	Spar_4.709	YDR329C
Scer_4.678	Spar_4.710	YDR330W
Scer_4.679	Spar_4.711	YDR331W
Scer_4.680	Spar_4.712	YDR332W
Scer_4.681	Spar_4.713	YDR333C
Scer_4.682	Spar_4.714	YDR334W
Scer_4.683	Spar_4.715	Kwal_55.20124
Scer_4.684	Spar_4.716	YDR336W
Scer_4.685	Spar_4.717	YDR337W
Scer_4.686	Spar_4.718	YDR338C
Scer_4.687	Spar_4.719	YDR339C
Scer_4.697	Spar_4.616	YDR346C
Scer_4.698	Spar_4.615	YDR347W
Scer_4.699	Spar_4.614	YDR348C
Scer_4.700	Spar_4.613	YDR349C
Scer_4.705	Spar_4.611	YDR350C
Scer_4.706	Spar_4.610	YDR351W
Scer_4.707	Spar_4.609	YDR352W
Scer_4.708	Spar_4.608	YDR353W
Scer_4.709	Spar_4.607	YDR354W
Scer_4.710	Spar_4.606	YDR356W
Scer_4.711	Spar_4.605	YDR357C
Scer_4.712	Spar_4.604	YDR358W
Scer_4.713	Spar_4.603	YDR359C
Scer_4.714	Spar_4.602	YDR361C
Scer_4.715	Spar_4.601	YDR362C
Scer_4.716	Spar_4.600	YDR363W
Scer_4.718	Spar_4.597	YDR363W-A
Scer_4.719	Spar_4.596	YDR364C
Scer_4.720	Spar_4.595	YDR365C
Scer_4.730	Spar_4.593	YDR367W
Scer_4.731	Spar_4.592	YDR368W
Scer_4.732	Spar_4.591	YDR369C
Scer_4.733	Spar_4.590	YDR370C
Scer_4.734	Spar_4.589	YDR371W
Scer_4.735	Spar_4.588	YDR372C
Scer_4.736	Spar_4.587	YDR373W
Scer_4.737	Spar_4.586	YDR374C
Scer_4.738	Spar_4.585	YDR374W-A
Scer_4.739	Spar_4.584	YDR375C
Scer_4.740	Spar_4.583	YDR376W
Scer_4.741	Spar_4.582	YDR377W
Scer_4.742	Spar_4.581	YDR378C
Scer_4.743	Spar_4.580	YDR379W
Scer_4.744	Spar_4.579	YDR379C-A
Scer_4.745	Spar_4.578	YDR380W
Scer_4.746	Spar_4.577	YDR381W
Scer_4.747	Spar_4.576	YDR381C-A
Scer_4.748	Spar_4.575	YDR382W
Scer_4.749	Spar_4.574	YDR383C
Scer_4.750	Spar_4.573	YDR384C
Scer_4.752	Spar_4.737	YDR386W
Scer_4.753	Spar_4.738	YDR387C
Scer_4.754	Spar_4.739	YDR388W
Scer_4.755	Spar_4.740	YDR389W
Scer_4.756	Spar_4.741	YDR390C
Scer_4.758	Spar_4.747	YDR391C
Scer_4.759	Spar_4.748	YDR392W
Scer_4.760	Spar_4.749	YDR393W
Scer_4.761	Spar_4.750	YDR394W
Scer_4.762	Spar_4.751	YDR395W
Scer_4.763	Spar_4.752	YDR397C
Scer_4.764	Spar_4.753	YDR398W
Scer_4.765	Spar_4.754	YDR399W
Scer_4.766	Spar_4.755	YDR400W
Scer_4.767	Spar_4.756	YDR402C
Scer_4.768	Spar_4.757	YDR403W
Scer_4.769	Spar_4.758	YDR404C
Scer_4.770	Spar_4.759	YDR405W
Scer_4.771	Spar_4.760	YDR406W
Scer_4.773	Spar_4.761	YDR407C
Scer_4.774	Spar_4.762	YDR408C
Scer_4.775	Spar_4.763	YDR409W
Scer_4.776	Spar_4.764	YDR410C
Scer_4.777	Spar_4.765	YDR411C
Scer_4.778	Spar_4.766	YDR412W
Scer_4.779	Spar_4.767	YDR414C
Scer_4.780	Spar_4.768	YDR415C
Scer_4.781	Spar_4.769	YDR416W
Scer_4.782	Spar_4.770	YDR418W
Scer_4.783	Spar_4.771	YDR419W
Scer_4.785	Spar_4.788	YDR420W
Scer_4.786	Spar_4.790	YDR421W
Scer_4.787	Spar_4.791	YDR422C
Scer_4.788	Spar_4.792	YDR423C
Scer_4.789	Spar_4.793	YDR424C
Scer_4.790	Spar_4.794	YDR425W
Scer_4.791	Spar_4.795	YDR427W
Scer_4.792	Spar_4.796	YDR428C
Scer_4.793	Spar_4.797	YDR429C
Scer_4.794	Spar_4.798	YDR430C
Scer_4.796	Spar_4.800	YDR432W
Scer_4.797	Spar_4.801	YDR434W
Scer_4.798	Spar_4.802	YDR435C
Scer_4.799	Spar_4.803	YDR436W
Scer_4.800	Spar_4.804	YDR437W
Scer_4.801	Spar_4.805	YDR438W
Scer_4.802	Spar_4.806	YDR439W
Scer_4.803	Spar_4.808	YDR440W
Scer_4.804	Spar_4.809	YDR441C
Scer_4.805	Spar_4.810	YDR443C
Scer_4.806	Spar_4.811	YDR444W
Scer_4.814	Spar_4.815	YDR446W
Scer_4.815	Spar_4.816	YDR447C
Scer_4.816	Spar_4.817	YDR448W
Scer_4.817	Spar_4.818	YDR449C
Scer_4.818	Spar_4.819	YDR450W
Scer_4.819	Spar_4.820	YDR451C
Scer_4.820	Spar_4.821	YDR452W
Scer_4.821	Spar_4.822	YDR453C
Scer_4.822	Spar_4.823	YDR454C
Scer_4.823	Spar_4.825	YDR456W
Scer_4.824	Spar_4.826	YDR457W
Scer_4.825	Spar_4.827	YDR458C
Scer_4.826	Spar_4.828	YDR459C
Scer_4.827	Spar_4.829	YDR460W
Scer_4.828	Spar_4.830	YDR461W
Scer_4.829	Spar_4.831	YDR461C-A
Scer_4.830	Spar_4.832	YDR462W
Scer_4.831	Spar_4.833	YDR463W
Scer_4.832	Spar_4.834	YDR464W
Scer_4.833	Spar_4.835	YDR465C
Scer_4.834	Spar_4.836	YDR466W
Scer_4.835	Spar_4.837	YDR468C
Scer_4.836	Spar_4.838	YDR469W
Scer_4.837	Spar_4.839	YDR470C
Scer_4.838	Spar_4.840	YDR471W
Scer_4.839	Spar_4.841	YDR472W
Scer_4.840	Spar_4.842	YDR473C
Scer_4.841	Spar_4.843	YDR475C
Scer_4.842	Spar_4.844	YDR476C
Scer_4.843	Spar_4.845	YDR477W
Scer_4.844	Spar_4.846	YDR478W
Scer_4.845	Spar_4.847	YDR479C
Scer_4.846	Spar_4.848	YDR480W
Scer_4.847	Spar_4.849	YDR481C
Scer_4.848	Spar_4.850	YDR482C
Scer_4.849	Spar_4.851	YDR483W
Scer_4.850	Spar_4.852	YDR484W
Scer_4.851	Spar_4.853	YDR485C
Scer_4.852	Spar_4.854	YDR486C
Scer_4.853	Spar_4.855	YDR487C
Scer_4.854	Spar_4.856	YDR488C
Scer_4.855	Spar_4.857	YDR489W
Scer_4.856	Spar_4.858	YDR490C
Scer_4.857	Spar_4.859	YDR491C
Scer_4.858	Spar_4.860	YDR492W
Scer_4.859	Spar_4.861	YDR493W
Scer_4.860	Spar_4.862	YDR494W
Scer_4.861	Spar_4.863	YDR495C
Scer_4.862	Spar_4.865	YDR496C
Scer_4.863	Spar_4.866	YDR497C
Scer_4.864	Spar_4.867	YDR498C
Scer_4.865	Spar_4.868	YDR499W
Scer_4.866	Spar_4.869	YDR500C
Scer_4.867	Spar_4.870	YDR501W
Scer_4.868	Spar_4.871	YDR502C
Scer_4.869	Spar_4.872	YDR503C
Scer_4.871	Spar_4.874	YDR505C
Scer_4.872	Spar_4.875	YDR506C
Scer_4.874	Spar_4.880	YDR507C
Scer_4.875	Spar_4.881	YDR508C
Scer_4.876	Spar_4.882	YDR510W
Scer_4.878	Spar_4.883	YDR511W
Scer_4.879	Spar_4.884	YDR512C
Scer_4.880	Spar_4.885	YDR513W
Scer_4.881	Spar_4.886	YDR514C
Scer_4.882	Spar_4.887	YDR515W
Scer_4.883	Spar_4.888	YDR516C
Scer_4.884	Spar_4.889	YDR517W
Scer_4.885	Spar_4.890	YDR518W
Scer_4.886	Spar_4.891	YDR519W
Scer_4.887	Spar_4.892	YDR520C
Scer_4.888	Spar_4.893	YDR522C
Scer_4.889	Spar_4.894	YDR523C
Scer_4.890	Spar_4.895	YDR524C
Scer_4.894	Spar_4.897	YDR525W-A
Scer_4.895	Spar_4.898	YDR527W
Scer_4.896	Spar_4.899	YDR528W
Scer_4.897	Spar_4.900	YDR529C
Scer_4.898	Spar_4.901	YDR530C
Scer_4.899	Spar_4.902	YDR531W
